Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Total Revenue
2022-03-23,Europe,Database,Online,Consumer,8365.0,7.0,1093.0,Yes,58555.0
2022-03-24,North America,ERP,Partner,Consumer,3010.0,13.0,1215.0,No,39130.0
2022-03-25,Australia,CRM,Online,Consumer,663.0,16.0,654.0,Yes,10608.0
2022-03-26,North America,CRM,Direct Sales,Consumer,620.0,5.0,512.0,No,3100.0
2022-03-27,Europe,Database,Partner,Business,4331.0,16.0,583.0,No,69296.0
2022-03-28,South America,Antivirus,Partner,Consumer,9325.0,15.0,789.0,No,139875.0
2022-03-29,Australia,Antivirus,Partner,Consumer,2931.0,9.0,1185.0,No,26379.0
2022-03-30,Europe,DevTools,Partner,Consumer,4329.0,12.0,531.0,Yes,51948.0
2022-03-31,Australia,Database,Online,Consumer,1109.0,8.0,734.0,No,8872.0
2022-04-01,Asia,ERP,Direct Sales,Consumer,4986.0,13.0,1672.0,Yes,64818.0
2022-04-02,North America,ERP,Partner,Consumer,6996.0,5.0,1643.0,Yes,34980.0
2022-04-03,Asia,Database,Partner,Consumer,2784.0,14.0,1685.0,Yes,38976.0
2022-04-04,Europe,ERP,Direct Sales,Consumer,3037.0,16.0,1882.0,Yes,48592.0
2022-04-05,South America,Antivirus,Online,Business,8436.0,11.0,679.0,Yes,92796.0
2022-04-06,Australia,ERP,Partner,Business,203.0,12.0,745.0,No,2436.0
2022-04-07,North America,ERP,Online,Consumer,6401.0,15.0,1000.0,Yes,96015.0
2022-04-08,Australia,Database,Online,Consumer,3999.0,12.0,1873.0,Yes,47988.0
2022-04-09,Europe,Database,Online,Consumer,3054.0,9.0,1663.0,Yes,27486.0
2022-04-10,Australia,ERP,Online,Consumer,6610.0,1.0,986.0,Yes,6610.0
2022-04-11,North America,CRM,Partner,Business,8363.0,3.0,631.0,Yes,25089.0
2022-04-12,Europe,Database,Partner,Business,5628.0,12.0,1425.0,No,67536.0
2022-04-13,Australia,DevTools,Online,Consumer,408.0,13.0,885.0,Yes,5304.0
2022-04-14,South America,DevTools,Online,Business,4668.0,6.0,1297.0,No,28008.0
2022-04-15,Europe,Antivirus,Direct Sales,Business,4681.0,10.0,1913.0,Yes,46810.0
2022-04-16,Europe,ERP,Direct Sales,Consumer,5484.0,10.0,1359.0,No,54840.0
2022-04-17,South America,CRM,Direct Sales,Consumer,6742.0,16.0,1886.0,No,107872.0
2022-04-18,Asia,Antivirus,Partner,Consumer,291.0,1.0,1090.0,No,291.0
2022-04-19,North America,ERP,Direct Sales,Business,5070.0,16.0,1450.0,No,81120.0
2022-04-20,Asia,Database,Partner,Business,5924.0,4.0,1841.0,No,23696.0
2022-04-21,Australia,DevTools,Partner,Consumer,3499.0,6.0,1382.0,No,20994.0
2022-04-22,South America,CRM,Partner,Consumer,6717.0,19.0,1422.0,No,127623.0
2022-04-23,Asia,DevTools,Partner,Business,2359.0,2.0,1574.0,Yes,4718.0
2022-04-24,Europe,Database,Direct Sales,Business,3242.0,18.0,1823.0,No,58356.0
2022-04-25,Australia,ERP,Online,Consumer,9631.0,10.0,632.0,Yes,96310.0
2022-04-26,Australia,Database,Online,Business,3546.0,4.0,1005.0,Yes,14184.0
2022-04-27,Asia,Database,Online,Consumer,3530.0,1.0,1097.0,Yes,3530.0
2022-04-28,Asia,DevTools,Direct Sales,Consumer,5997.0,15.0,1865.0,No,89955.0
2022-04-29,South America,CRM,Online,Business,9713.0,10.0,1934.0,Yes,97130.0
2022-04-30,North America,Database,Direct Sales,Business,9832.0,18.0,681.0,No,176976.0
2022-05-01,Asia,DevTools,Direct Sales,Business,5839.0,16.0,679.0,No,93424.0
2022-05-02,Asia,CRM,Direct Sales,Consumer,111.0,13.0,1902.0,No,1443.0
2022-05-03,Europe,ERP,Online,Consumer,9016.0,15.0,944.0,Yes,135240.0
2022-05-04,Australia,ERP,Online,Consumer,5745.0,2.0,863.0,Yes,11490.0
2022-05-05,North America,Antivirus,Online,Consumer,3723.0,4.0,553.0,No,14892.0
2022-05-06,Europe,DevTools,Partner,Consumer,8309.0,1.0,913.0,No,8309.0
2022-05-07,South America,CRM,Direct Sales,Consumer,4058.0,7.0,1540.0,No,28406.0
2022-05-08,South America,Database,Partner,Business,437.0,11.0,1139.0,No,4807.0
2022-05-09,Asia,ERP,Direct Sales,Consumer,8229.0,10.0,1275.0,Yes,82290.0
2022-05-10,Asia,CRM,Online,Consumer,5504.0,1.0,1876.0,Yes,5504.0
2022-05-11,South America,DevTools,Direct Sales,Consumer,3448.0,11.0,672.0,Yes,37928.0
2022-05-12,Asia,Antivirus,Direct Sales,Consumer,2584.0,10.0,607.0,Yes,25840.0
2022-05-13,North America,ERP,Partner,Business,5979.0,14.0,1778.0,Yes,83706.0
2022-05-14,Asia,CRM,Direct Sales,Consumer,2160.0,14.0,1662.0,No,30240.0
2022-05-15,Australia,CRM,Online,Business,3306.0,7.0,896.0,No,23142.0
2022-05-16,Asia,CRM,Direct Sales,Business,6402.0,11.0,986.0,Yes,70422.0
2022-05-17,Europe,DevTools,Direct Sales,Consumer,8827.0,4.0,965.0,No,35308.0
2022-05-18,North America,DevTools,Direct Sales,Consumer,5376.0,2.0,1472.0,Yes,10752.0
2022-05-19,Europe,DevTools,Partner,Business,7615.0,7.0,592.0,No,53305.0
2022-05-20,Europe,Database,Direct Sales,Business,7654.0,19.0,1234.0,No,145426.0
2022-05-21,Australia,CRM,Direct Sales,Consumer,6677.0,14.0,701.0,No,93478.0
2022-05-22,North America,ERP,Partner,Business,2534.0,19.0,1730.0,Yes,48146.0
2022-05-23,North America,DevTools,Partner,Consumer,8681.0,7.0,1071.0,Yes,60767.0
2022-05-24,North America,DevTools,Partner,Consumer,4419.0,12.0,1291.0,Yes,53028.0
2022-05-25,North America,CRM,Partner,Business,538.0,3.0,544.0,No,1614.0
2022-05-26,North America,DevTools,Online,Consumer,2522.0,15.0,587.0,No,37830.0
2022-05-27,Australia,Database,Online,Consumer,7679.0,5.0,1513.0,No,38395.0
2022-05-28,Asia,Database,Direct Sales,Consumer,784.0,8.0,1650.0,No,6272.0
2022-05-29,Europe,DevTools,Online,Business,1559.0,14.0,1565.0,No,21826.0
2022-05-30,North America,CRM,Direct Sales,Business,6973.0,4.0,1606.0,Yes,27892.0
2022-05-31,Asia,CRM,Online,Business,8937.0,7.0,657.0,Yes,62559.0
2022-06-01,Asia,CRM,Partner,Consumer,6374.0,7.0,1540.0,No,44618.0
2022-06-02,Europe,Antivirus,Partner,Business,2301.0,18.0,773.0,Yes,41418.0
2022-06-03,Australia,DevTools,Online,Business,629.0,14.0,647.0,No,8806.0
2022-06-04,South America,CRM,Online,Business,6190.0,8.0,1636.0,No,49520.0
2022-06-05,South America,Database,Direct Sales,Consumer,569.0,12.0,1834.0,Yes,6828.0
2022-06-06,Asia,ERP,Direct Sales,Consumer,6166.0,10.0,1575.0,No,61660.0
2022-06-07,Europe,ERP,Direct Sales,Business,2333.0,14.0,1708.0,Yes,32662.0
2022-06-08,South America,CRM,Partner,Business,9056.0,9.0,1987.0,Yes,81504.0
2022-06-09,Asia,ERP,Partner,Business,4803.0,6.0,702.0,Yes,28818.0
2022-06-10,Australia,ERP,Partner,Consumer,2317.0,5.0,1948.0,No,11585.0
2022-06-11,South America,Antivirus,Partner,Business,8546.0,1.0,1402.0,Yes,8546.0
2022-06-12,Asia,Database,Direct Sales,Consumer,2615.0,1.0,1720.0,No,2615.0
2022-06-13,Asia,Database,Partner,Consumer,3135.0,17.0,1475.0,No,53295.0
2022-06-14,North America,Antivirus,Partner,Consumer,8359.0,11.0,1355.0,No,91949.0
2022-06-15,Australia,Antivirus,Partner,Business,3157.0,12.0,1555.0,No,37884.0
2022-06-16,North America,ERP,Partner,Business,4161.0,3.0,980.0,No,12483.0
2022-06-17,Europe,DevTools,Online,Consumer,3542.0,6.0,1886.0,No,21252.0
2022-06-18,North America,ERP,Direct Sales,Consumer,1252.0,11.0,673.0,No,13772.0
2022-06-19,North America,Antivirus,Direct Sales,Consumer,485.0,13.0,977.0,No,6305.0
2022-06-20,South America,Database,Partner,Consumer,7273.0,11.0,547.0,Yes,80003.0
2022-06-21,Asia,ERP,Online,Business,6487.0,8.0,907.0,Yes,51896.0
2022-06-22,Australia,DevTools,Direct Sales,Business,2895.0,10.0,827.0,No,28950.0
2022-06-23,North America,ERP,Direct Sales,Consumer,3026.0,2.0,574.0,No,6052.0
2022-06-24,Australia,CRM,Partner,Consumer,9456.0,14.0,1238.0,Yes,132384.0
2022-06-25,North America,ERP,Partner,Consumer,9878.0,16.0,1203.0,Yes,158048.0
2022-06-26,Europe,Antivirus,Direct Sales,Business,4787.0,17.0,617.0,Yes,81379.0
2022-06-27,North America,Database,Direct Sales,Consumer,8044.0,11.0,893.0,Yes,88484.0
2022-06-28,South America,Database,Online,Business,7393.0,2.0,1930.0,Yes,14786.0
2022-06-29,Asia,Antivirus,Direct Sales,Consumer,3043.0,5.0,666.0,Yes,15215.0
2022-06-30,Europe,CRM,Direct Sales,Business,680.0,16.0,958.0,No,10880.0
2022-07-01,North America,Antivirus,Partner,Business,1511.0,16.0,554.0,Yes,24176.0
2022-07-02,Australia,ERP,Direct Sales,Consumer,8399.0,2.0,723.0,Yes,16798.0
2022-07-03,Europe,Antivirus,Partner,Business,7339.0,16.0,1549.0,Yes,117424.0
2022-07-04,Europe,Antivirus,Direct Sales,Business,6677.0,5.0,1050.0,Yes,33385.0
2022-07-05,North America,CRM,Direct Sales,Business,1393.0,8.0,1178.0,No,11144.0
2022-07-06,Europe,ERP,Direct Sales,Business,6435.0,14.0,735.0,No,90090.0
2022-07-07,Australia,DevTools,Online,Consumer,7744.0,10.0,1523.0,No,77440.0
2022-07-08,Europe,DevTools,Partner,Consumer,8620.0,2.0,1627.0,No,17240.0
2022-07-09,Australia,Database,Online,Consumer,231.0,3.0,772.0,No,693.0
2022-07-10,North America,Antivirus,Direct Sales,Consumer,6876.0,18.0,567.0,No,123768.0
2022-07-11,Asia,Database,Online,Consumer,289.0,2.0,621.0,No,578.0
2022-07-12,Europe,CRM,Partner,Business,7098.0,9.0,1486.0,No,63882.0
2022-07-13,Asia,DevTools,Direct Sales,Business,6393.0,2.0,703.0,Yes,12786.0
2022-07-14,Australia,Antivirus,Online,Business,1569.0,7.0,1241.0,Yes,10983.0
2022-07-15,Europe,CRM,Online,Business,7685.0,7.0,729.0,No,53795.0
2022-07-16,South America,CRM,Partner,Consumer,777.0,14.0,755.0,No,10878.0
2022-07-17,Asia,Antivirus,Online,Consumer,8281.0,5.0,507.0,No,41405.0
2022-07-18,Europe,CRM,Partner,Business,2693.0,8.0,981.0,Yes,21544.0
2022-07-19,Asia,Antivirus,Direct Sales,Consumer,6920.0,18.0,635.0,No,124560.0
2022-07-20,Europe,Antivirus,Direct Sales,Business,9245.0,6.0,1091.0,No,55470.0
2022-07-21,North America,ERP,Online,Business,3464.0,14.0,1397.0,No,48496.0
2022-07-22,Asia,Database,Direct Sales,Consumer,5079.0,18.0,1051.0,No,91422.0
2022-07-23,South America,CRM,Direct Sales,Consumer,4685.0,17.0,1558.0,Yes,79645.0
2022-07-24,South America,CRM,Online,Consumer,1660.0,9.0,1612.0,No,14940.0
2022-07-25,Australia,ERP,Direct Sales,Consumer,5944.0,13.0,1545.0,Yes,77272.0
2022-07-26,Europe,ERP,Online,Consumer,7456.0,16.0,1905.0,Yes,119296.0
2022-07-27,Asia,ERP,Partner,Consumer,9177.0,10.0,856.0,No,91770.0
2022-07-28,Australia,DevTools,Partner,Consumer,8523.0,10.0,784.0,Yes,85230.0
2022-07-29,Asia,DevTools,Partner,Business,5149.0,4.0,1415.0,No,20596.0
2022-07-30,Europe,DevTools,Online,Consumer,7218.0,12.0,1392.0,Yes,86616.0
2022-07-31,South America,Antivirus,Online,Business,8028.0,8.0,1265.0,No,64224.0
2022-08-01,North America,CRM,Direct Sales,Business,4986.0,15.0,507.0,Yes,74790.0
2022-08-02,South America,Database,Direct Sales,Consumer,1243.0,19.0,1333.0,Yes,23617.0
2022-08-03,Australia,Antivirus,Direct Sales,Business,4436.0,15.0,1899.0,No,66540.0
2022-08-04,North America,CRM,Direct Sales,Consumer,8441.0,8.0,1002.0,Yes,67528.0
2022-08-05,Australia,CRM,Direct Sales,Business,6007.0,8.0,1951.0,No,48056.0
2022-08-06,Europe,ERP,Online,Business,7272.0,19.0,1035.0,No,138168.0
2022-08-07,North America,ERP,Online,Business,1934.0,9.0,710.0,Yes,17406.0
2022-08-08,Australia,Antivirus,Partner,Consumer,9647.0,17.0,1098.0,No,163999.0
2022-08-09,Europe,ERP,Partner,Business,4100.0,8.0,1242.0,No,32800.0
2022-08-10,South America,CRM,Partner,Business,6571.0,12.0,1444.0,No,78852.0
2022-08-11,Europe,ERP,Partner,Business,287.0,15.0,1257.0,No,4305.0
2022-08-12,Asia,DevTools,Online,Consumer,1360.0,4.0,1305.0,Yes,5440.0
2022-08-13,Europe,ERP,Online,Business,7842.0,6.0,536.0,Yes,47052.0
2022-08-14,Europe,CRM,Online,Consumer,9683.0,16.0,880.0,Yes,154928.0
2022-08-15,Asia,Antivirus,Direct Sales,Business,3269.0,5.0,966.0,No,16345.0
2022-08-16,Australia,Database,Direct Sales,Business,468.0,13.0,1981.0,Yes,6084.0
2022-08-17,Australia,ERP,Partner,Business,3673.0,15.0,943.0,Yes,55095.0
2022-08-18,Europe,CRM,Direct Sales,Consumer,273.0,17.0,1845.0,Yes,4641.0
2022-08-19,Asia,Database,Online,Business,2004.0,5.0,957.0,No,10020.0
2022-08-20,Asia,Database,Partner,Business,7549.0,19.0,644.0,Yes,143431.0
2022-08-21,South America,DevTools,Partner,Business,9377.0,7.0,871.0,No,65639.0
2022-08-22,Australia,Database,Direct Sales,Business,966.0,3.0,909.0,Yes,2898.0
2022-08-23,North America,CRM,Partner,Consumer,5623.0,13.0,1967.0,Yes,73099.0
2022-08-24,Australia,CRM,Direct Sales,Business,2613.0,14.0,1511.0,No,36582.0
2022-08-25,Australia,ERP,Direct Sales,Business,1477.0,16.0,1898.0,Yes,23632.0
2022-08-26,South America,ERP,Partner,Business,2268.0,13.0,1752.0,No,29484.0
2022-08-27,North America,ERP,Direct Sales,Business,5820.0,2.0,1368.0,No,11640.0
2022-08-28,South America,Database,Direct Sales,Consumer,745.0,14.0,1513.0,Yes,10430.0
2022-08-29,North America,Database,Direct Sales,Business,4399.0,7.0,1437.0,No,30793.0
2022-08-30,Europe,DevTools,Direct Sales,Business,1439.0,5.0,1499.0,No,7195.0
2022-08-31,North America,ERP,Partner,Consumer,2800.0,14.0,897.0,No,39200.0
2022-09-01,South America,Antivirus,Online,Business,1988.0,9.0,1112.0,No,17892.0
2022-09-02,Australia,DevTools,Online,Business,8841.0,10.0,1389.0,Yes,88410.0
2022-09-03,North America,Antivirus,Direct Sales,Business,7109.0,7.0,554.0,No,49763.0
2022-09-04,North America,Database,Direct Sales,Consumer,8698.0,14.0,1224.0,No,121772.0
2022-09-05,Asia,DevTools,Direct Sales,Business,3896.0,14.0,1790.0,Yes,54544.0
2022-09-06,Australia,DevTools,Online,Consumer,3203.0,2.0,1239.0,Yes,6406.0
2022-09-07,Europe,CRM,Direct Sales,Consumer,3868.0,17.0,1328.0,Yes,65756.0
2022-09-08,South America,Database,Partner,Consumer,284.0,4.0,803.0,No,1136.0
2022-09-09,Europe,Database,Partner,Consumer,7275.0,13.0,1692.0,No,94575.0
2022-09-10,Australia,DevTools,Partner,Consumer,3563.0,18.0,1038.0,No,64134.0
2022-09-11,North America,Database,Online,Consumer,3202.0,3.0,1935.0,No,9606.0
2022-09-12,North America,DevTools,Direct Sales,Consumer,6022.0,19.0,1991.0,Yes,114418.0
2022-09-13,Australia,CRM,Direct Sales,Business,4419.0,5.0,1874.0,Yes,22095.0
2022-09-14,North America,DevTools,Direct Sales,Business,9810.0,1.0,627.0,No,9810.0
2022-09-15,North America,Database,Online,Consumer,3627.0,9.0,1000.0,No,32643.0
2022-09-16,North America,Database,Online,Consumer,6178.0,8.0,1918.0,No,49424.0
2022-09-17,South America,DevTools,Online,Consumer,3185.0,3.0,1707.0,No,9555.0
2022-09-18,South America,DevTools,Online,Consumer,9907.0,2.0,1867.0,Yes,19814.0
2022-09-19,Asia,DevTools,Partner,Consumer,4507.0,1.0,1359.0,Yes,4507.0
2022-09-20,Europe,ERP,Online,Consumer,6378.0,12.0,1221.0,Yes,76536.0
2022-09-21,Australia,Database,Online,Business,1355.0,13.0,660.0,Yes,17615.0
2022-09-22,Australia,Database,Online,Business,7357.0,10.0,1759.0,No,73570.0
2022-09-23,Australia,ERP,Direct Sales,Consumer,2765.0,17.0,1618.0,Yes,47005.0
2022-09-24,Asia,DevTools,Direct Sales,Consumer,4541.0,11.0,588.0,No,49951.0
2022-09-25,South America,CRM,Direct Sales,Consumer,8843.0,5.0,814.0,Yes,44215.0
2022-09-26,Asia,DevTools,Partner,Business,9708.0,9.0,1336.0,Yes,87372.0
2022-09-27,Australia,DevTools,Partner,Consumer,4303.0,13.0,1527.0,No,55939.0
2022-09-28,Europe,ERP,Online,Business,8365.0,11.0,707.0,Yes,92015.0
2022-09-29,North America,Database,Direct Sales,Business,628.0,4.0,867.0,Yes,2512.0
2022-09-30,South America,DevTools,Partner,Business,8491.0,11.0,790.0,Yes,93401.0
2022-10-01,South America,Database,Direct Sales,Consumer,6332.0,9.0,830.0,Yes,56988.0
2022-10-02,Asia,Antivirus,Partner,Consumer,4938.0,7.0,1881.0,No,34566.0
2022-10-03,South America,Database,Partner,Business,8911.0,16.0,1574.0,Yes,142576.0
2022-10-04,Australia,CRM,Online,Business,8469.0,5.0,1606.0,Yes,42345.0
2022-10-05,Australia,CRM,Online,Business,3040.0,6.0,1691.0,Yes,18240.0
2022-10-06,Asia,DevTools,Partner,Business,7936.0,19.0,1035.0,No,150784.0
2022-10-07,Australia,Database,Online,Consumer,1085.0,1.0,1651.0,No,1085.0
2022-10-08,Europe,DevTools,Partner,Business,8245.0,16.0,1968.0,Yes,131920.0
2022-10-09,Asia,ERP,Partner,Consumer,6787.0,18.0,1548.0,Yes,122166.0
2022-10-10,Europe,CRM,Direct Sales,Business,970.0,13.0,1125.0,Yes,12610.0
2022-10-11,North America,DevTools,Online,Consumer,6862.0,1.0,1575.0,No,6862.0
2022-10-12,Europe,ERP,Online,Business,5847.0,10.0,1851.0,Yes,58470.0
2022-10-13,North America,DevTools,Online,Consumer,5986.0,7.0,693.0,Yes,41902.0
2022-10-14,North America,Database,Direct Sales,Consumer,2980.0,5.0,898.0,No,14900.0
2022-10-15,Europe,Database,Direct Sales,Consumer,2738.0,13.0,1879.0,No,35594.0
2022-10-16,Asia,Database,Direct Sales,Business,7649.0,16.0,1919.0,No,122384.0
2022-10-17,Australia,Database,Online,Consumer,2642.0,14.0,1226.0,Yes,36988.0
2022-10-18,Australia,Antivirus,Online,Business,4518.0,11.0,1062.0,Yes,49698.0
2022-10-19,North America,ERP,Online,Consumer,6978.0,19.0,924.0,Yes,132582.0
2022-10-20,North America,ERP,Direct Sales,Consumer,888.0,2.0,1248.0,No,1776.0
2022-10-21,Asia,Database,Direct Sales,Business,5986.0,8.0,1902.0,Yes,47888.0
2022-10-22,South America,Antivirus,Partner,Consumer,5935.0,13.0,725.0,Yes,77155.0
2022-10-23,Europe,Database,Direct Sales,Consumer,6874.0,7.0,1130.0,No,48118.0
2022-10-24,North America,Antivirus,Partner,Business,3762.0,12.0,1867.0,No,45144.0
2022-10-25,Australia,Database,Online,Consumer,4545.0,8.0,1024.0,Yes,36360.0
2022-10-26,Asia,CRM,Direct Sales,Consumer,3367.0,16.0,1652.0,No,53872.0
2022-10-27,Europe,CRM,Online,Consumer,8101.0,18.0,1084.0,Yes,145818.0
2022-10-28,Asia,DevTools,Online,Consumer,1393.0,19.0,1707.0,Yes,26467.0
2022-10-29,Europe,Database,Online,Business,9633.0,4.0,1972.0,Yes,38532.0
2022-10-30,Europe,ERP,Online,Consumer,6385.0,12.0,1082.0,No,76620.0
2022-10-31,North America,DevTools,Direct Sales,Consumer,8880.0,16.0,1768.0,Yes,142080.0
2022-11-01,Asia,CRM,Online,Consumer,4320.0,17.0,1983.0,No,73440.0
2022-11-02,Asia,Database,Partner,Consumer,3390.0,4.0,1976.0,No,13560.0
2022-11-03,Australia,DevTools,Direct Sales,Consumer,9017.0,9.0,1151.0,No,81153.0
2022-11-04,Australia,Database,Online,Consumer,1079.0,5.0,1229.0,No,5395.0
2022-11-05,North America,CRM,Direct Sales,Consumer,1259.0,17.0,955.0,Yes,21403.0
2022-11-06,North America,DevTools,Partner,Consumer,3064.0,17.0,971.0,No,52088.0
2022-11-07,South America,CRM,Online,Business,9602.0,2.0,1239.0,Yes,19204.0
2022-11-08,Australia,Antivirus,Partner,Business,6367.0,2.0,801.0,Yes,12734.0
2022-11-09,Europe,CRM,Online,Business,5587.0,7.0,1567.0,Yes,39109.0
2022-11-10,Asia,Database,Partner,Business,7083.0,4.0,1304.0,Yes,28332.0
2022-11-11,North America,ERP,Online,Consumer,4233.0,13.0,1847.0,No,55029.0
2022-11-12,Asia,CRM,Direct Sales,Consumer,7605.0,11.0,1716.0,No,83655.0
2022-11-13,Asia,ERP,Online,Business,3993.0,3.0,984.0,Yes,11979.0
2022-11-14,South America,Antivirus,Direct Sales,Business,8281.0,2.0,1259.0,Yes,16562.0
2022-11-15,Australia,DevTools,Online,Business,2746.0,16.0,1626.0,Yes,43936.0
2022-11-16,North America,DevTools,Online,Consumer,2848.0,3.0,790.0,No,8544.0
2022-11-17,Asia,ERP,Partner,Consumer,5272.0,15.0,547.0,No,79080.0
2022-11-18,North America,DevTools,Partner,Business,4365.0,17.0,1778.0,Yes,74205.0
2022-11-19,Europe,CRM,Partner,Business,6516.0,16.0,706.0,Yes,104256.0
2022-11-20,South America,ERP,Online,Business,3706.0,7.0,1834.0,Yes,25942.0
2022-11-21,Europe,Database,Online,Business,2382.0,16.0,1870.0,No,38112.0
2022-11-22,North America,CRM,Online,Business,4751.0,5.0,1191.0,Yes,23755.0
2022-11-23,North America,CRM,Direct Sales,Consumer,5653.0,2.0,1710.0,No,11306.0
2022-11-24,Australia,CRM,Direct Sales,Business,1512.0,1.0,1045.0,No,1512.0
2022-11-25,Asia,Database,Online,Consumer,5612.0,13.0,1787.0,No,72956.0
2022-11-26,Asia,Antivirus,Partner,Business,3261.0,16.0,1737.0,Yes,52176.0
2022-11-27,Europe,DevTools,Partner,Business,3985.0,5.0,618.0,No,19925.0
2022-11-28,South America,ERP,Partner,Consumer,2865.0,3.0,1374.0,No,8595.0
2022-11-29,Asia,Antivirus,Online,Business,9321.0,15.0,1460.0,Yes,139815.0
2022-11-30,Australia,ERP,Partner,Consumer,6865.0,16.0,501.0,Yes,109840.0
2022-12-01,Europe,DevTools,Online,Consumer,2698.0,11.0,1970.0,Yes,29678.0
2022-12-02,Europe,Database,Direct Sales,Business,6486.0,19.0,1110.0,No,123234.0
2022-12-03,Australia,CRM,Partner,Business,8501.0,18.0,1276.0,No,153018.0
2022-12-04,South America,CRM,Direct Sales,Consumer,4076.0,9.0,792.0,Yes,36684.0
2022-12-05,Australia,Database,Partner,Consumer,8317.0,8.0,1416.0,No,66536.0
2022-12-06,South America,Antivirus,Online,Business,1629.0,19.0,1716.0,Yes,30951.0
2022-12-07,Australia,Antivirus,Online,Consumer,8246.0,5.0,1379.0,Yes,41230.0
2022-12-08,Australia,ERP,Online,Business,5449.0,17.0,1682.0,No,92633.0
2022-12-09,North America,Database,Online,Consumer,2307.0,5.0,1597.0,No,11535.0
2022-12-10,Europe,Antivirus,Partner,Business,4131.0,14.0,856.0,No,57834.0
2022-12-11,Australia,Database,Direct Sales,Consumer,9881.0,7.0,1154.0,No,69167.0
2022-12-12,Australia,DevTools,Online,Consumer,7857.0,9.0,723.0,Yes,70713.0
2022-12-13,Asia,CRM,Partner,Business,5793.0,17.0,563.0,Yes,98481.0
2022-12-14,Europe,CRM,Direct Sales,Consumer,1240.0,3.0,595.0,No,3720.0
2022-12-15,Asia,CRM,Online,Consumer,4236.0,8.0,1914.0,No,33888.0
2022-12-16,Europe,Database,Direct Sales,Consumer,2704.0,13.0,1977.0,No,35152.0
2022-12-17,Asia,Database,Online,Consumer,803.0,16.0,642.0,Yes,12848.0
2022-12-18,Australia,ERP,Direct Sales,Consumer,5468.0,10.0,1003.0,Yes,54680.0
2022-12-19,Australia,CRM,Direct Sales,Consumer,8903.0,18.0,672.0,No,160254.0
2022-12-20,North America,ERP,Online,Consumer,6788.0,3.0,1751.0,Yes,20364.0
2022-12-21,Asia,CRM,Partner,Business,2572.0,12.0,1244.0,Yes,30864.0
2022-12-22,South America,ERP,Direct Sales,Consumer,5778.0,16.0,1432.0,Yes,92448.0
2022-12-23,North America,ERP,Online,Consumer,9438.0,18.0,1310.0,Yes,169884.0
2022-12-24,Asia,DevTools,Direct Sales,Business,7257.0,17.0,1565.0,No,123369.0
2022-12-25,Asia,ERP,Direct Sales,Consumer,6926.0,7.0,979.0,No,48482.0
